city,crime_name,2011,2012,2013,2014,avg
Ranchi,Other theft,39.6,67.4,28.3,60.8,49
Ranchi,Political riots,,,,0.4,0.4
Ranchi,Possession of forged or counterfeiting currency or bank notes,,,,0,0
Ranchi,Preparation & assembly for dacoity,0.2,0.1,0.1,0,0.1
Ranchi,"Promoting enmity between different groups on ground of religion, race, place of birth, etc.",,,,0,0
Ranchi,Rape,6.3,6.3,8.3,8.5,7.3
Ranchi,Rape other than custodial,,,,8.5,8.5
Ranchi,Riots,7.3,9.1,5.8,4.5,6.7
Ranchi,Riots others,,,,4.2,4.2
Ranchi,Robbery,5.9,6.3,3.7,5.4,5.3
Ranchi,SCs-STs vs Non-SCs-STs riots,,,,0,0
Ranchi,Sectarian riots,,,,0,0
Ranchi,Sedition,,,,0,0
Ranchi,Sexual harassment,,,,0.9,0.9
Ranchi,Sexual harassment and molestation of women,0.9,2.6,3.1,4.4,2.8
Ranchi,Stalking,,,,0,0
Ranchi,Student riots,,,,0,0
Ranchi,Theft,133.6,153.9,127.1,162.7,144.3
Ranchi,Total cognizable crimes under IPC,333.7,354,349.2,386.1,355.8
Ranchi,Unlawful assembly,,,,0,0
Ranchi,Unnatural offences,,,,0,0
Ranchi,Use of criminal force with intent to disrobe women,,,,0,0
Ranchi,"Using as genuine, forged or counterfeiting currency or bank notes",,,,0,0
Ranchi,Voyeurism,,,,0,0
Srinagar,Acid attack,,,,0.2,0.2
Srinagar,Agrarian riots,,,,0,0
Srinagar,Arson,1.8,1.6,2,2.1,1.9
Srinagar,Assault on women with intent to outrage her modesty,28.7,33.7,44.6,36.6,35.9
Srinagar,Attempt to acid attack,,,,0,0
Srinagar,Attempt to commit culpable homicide not amounting to murder,,,,0,0
Srinagar,Attempt to commit murder,5,3.5,3,2.7,3.5
Srinagar,Attempt to commit rape,,,,0.8,0.8
Srinagar,Auto theft,27,15.9,16.2,18.9,19.5
Srinagar,Burglary,22,19.7,18.2,18.7,19.6
Srinagar,Caste conflict riots,,,,0,0
Srinagar,Causing death by negligence,5.6,4.7,4.6,4,4.7
Srinagar,Causing injuries under rash driving or road rage,,,,25.4,25.4
Srinagar,Cheating,9.9,7.9,7.6,6,7.8
Srinagar,Communal riots,,,,0,0
Srinagar,Counterfeit currency & bank notes total,,,,0.4,0.4
Srinagar,Counterfeiting,0.3,0.2,0.2,0.4,0.3
Srinagar,Counterfeiting currency - notes or bank notes,,,,0.4,0.4
Srinagar,Counterfeiting government stamp,,,,0,0
Srinagar,Criminal breach of trust,1.3,1.2,1.5,0.7,1.2
Srinagar,Criminal trespass or burglary,,,,0,0
Srinagar,Cruelty by husband or his relatives,9.1,10.6,12.1,10.6,10.6
Srinagar,Culpable homicide not amounting to murder,0,0.2,0.3,0.3,0.2
Srinagar,Custodial rape,0,0,0,0,0
Srinagar,Dacoity,0.2,0,0.2,0.1,0.1
Srinagar,Dacoity with murder,,,,0,0
Srinagar,Deaths due to other causes,,,,0,0
Srinagar,Deaths due to rash or negligent driving,,,,4,4
Srinagar,Disclosure of identity of victims,,,,0,0
Srinagar,Dowry deaths,0,0,0,0,0
Srinagar,Extortion,,,,0,0
Srinagar,Forgery,,,,0,0
Srinagar,Gang rape,,,,0,0
Srinagar,Gang rape other than custodial,,,,0,0
Srinagar,Grievous hurt,,,,0.5,0.5
Srinagar,House trespass & house breaking,,,,18.7,18.7
Srinagar,Human trafficking,,,,0,0
Srinagar,Hurt,0.7,1.3,1.3,0.6,1
Srinagar,Importation of girls from foreign country,0,0,0,0,0
Srinagar,Imputation or assertions prejudicial to national integration,,,,0,0
Srinagar,Industrial riots,,,,0,0
Srinagar,Insult to modesty of women at office premises,,,,0,0
Srinagar,Insult to modesty of women at other places,,,,7.4,7.4
Srinagar,Insult to modesty of women in other places related to work,,,,0,0
Srinagar,Insult to modesty of women in public transport system,,,,0,0
Srinagar,Insult to the modesty of women,11.7,13.8,15.1,7.4,12
Srinagar,Kidnapping,,,,2.9,2.9
Srinagar,Kidnapping & abduction,9.3,7.9,7.1,5.6,7.5
Srinagar,Kidnapping & abduction in order to murder,,,,0.2,0.2
Srinagar,Kidnapping & abduction of others,0.6,,0.3,0,0.4
Srinagar,Kidnapping & abduction of women and girls,18.5,14.9,14.4,0,15.9
Srinagar,Kidnapping & abduction of women to compel her for marriage,,,,0,0
Srinagar,Kidnapping for ransom,,,,0,0
Srinagar,Kidnapping of others,,0.9,,0,0.9
Srinagar,Making or possessing materials for forged currency or bank notes,,,,0,0
Srinagar,Making or using documents resembling currency notes or bank notes,,,,0,0
Srinagar,Making preparation and assembly for committing dacoity,,,,0,0
Srinagar,Murder,0.9,1,1.3,0.4,0.9
Srinagar,Offences against state,,,,0,0
Srinagar,Offences promoting enmity between different groups,,,,0,0
Srinagar,Offences related to counterfeit coin,,,,0,0
Srinagar,Other IPC crimes,82.6,94,99.3,62.4,84.6
Srinagar,Other cases of assault on women to outrage her modesty,,,,36.4,36.4
Srinagar,Other caste conflict riots,,,,0,0
Srinagar,Other kidnapping & abduction,,,,2.4,2.4
Srinagar,Other rape,2.3,3.2,3.7,0,2.3
Srinagar,Other rape other than custodial,,,,2,2
Srinagar,Other theft,11.5,7.8,10,10.6,10
Srinagar,Political riots,,,,0,0
Srinagar,Possession of forged or counterfeiting currency or bank notes,,,,0,0
Srinagar,Preparation & assembly for dacoity,0,0,0,0,0
Srinagar,"Promoting enmity between different groups on ground of religion, race, place of birth, etc.",,,,0,0
Srinagar,Rape,2.3,3.2,3.7,2,2.8
Srinagar,Rape other than custodial,,,,2,2
Srinagar,Riots,11.5,8.4,9,10.2,9.8
Srinagar,Riots others,,,,10.2,10.2
Srinagar,Robbery,2.6,1.4,2.4,2.8,2.3
Srinagar,SCs-STs vs Non-SCs-STs riots,,,,0,0
Srinagar,Sectarian riots,,,,0,0
Srinagar,Sedition,,,,0,0
Srinagar,Sexual harassment,,,,0.2,0.2
Srinagar,Sexual harassment and molestation of women,40.4,47.5,59.7,44,47.9
Srinagar,Stalking,,,,0,0
Srinagar,Student riots,,,,0,0
Srinagar,Theft,38.5,23.7,26.2,29.5,29.5
Srinagar,Total cognizable crimes under IPC,216.5,205.3,219.3,199,210
Srinagar,Unlawful assembly,,,,0,0
Srinagar,Unnatural offences,,,,0.2,0.2
Srinagar,Use of criminal force with intent to disrobe women,,,,0,0
Srinagar,"Using as genuine, forged or counterfeiting currency or bank notes",,,,0,0
Srinagar,Voyeurism,,,,0,0
Surat,Acid attack,,,,0,0
Surat,Agrarian riots,,,,0,0
Surat,Arson,0.1,0.1,0.1,0.1,0.1
Surat,Assault on women with intent to outrage her modesty,1.7,1.4,4.6,3.5,2.5
Surat,Attempt to acid attack,,,,0,0
Surat,Attempt to commit culpable homicide not amounting to murder,,,,0,0
Surat,Attempt to commit murder,0.8,0.6,0.7,0.9,0.7
Surat,Attempt to commit rape,,,,0,0
Surat,Auto theft,27.5,28.3,20.5,19.3,28
Surat,Burglary,7.8,7.3,7.9,5.6,7.7
Surat,Caste conflict riots,,,,0.2,0.2
Surat,Causing death by negligence,5.3,5,4.6,5.3,6.6
Surat,Causing injuries under rash driving or road rage,,,,14.3,14.3
Surat,Cheating,4.2,3.9,4.1,7.2,4.8
Surat,Communal riots,,,,0,0
Surat,Counterfeit currency & bank notes total,,,,0.2,0.2
Surat,Counterfeiting,0.9,0.3,0.2,0.2,0.6
Surat,Counterfeiting currency - notes or bank notes,,,,0.1,0.1
Surat,Counterfeiting government stamp,,,,0,0
Surat,Criminal breach of trust,0.7,0.5,0.5,0.6,0.7
Surat,Criminal trespass or burglary,,,,4,4
Surat,Cruelty by husband or his relatives,14,15.2,24.9,20.5,17.6
Surat,Culpable homicide not amounting to murder,0,0,0.2,0.2,0.1
Surat,Custodial rape,0,0,0,0,0
Surat,Dacoity,0.3,0.1,0.2,0.3,0.3
Surat,Dacoity with murder,,,,0,0
Surat,Deaths due to other causes,,,,0,0
Surat,Deaths due to rash or negligent driving,,,,5.3,5.3
Surat,Disclosure of identity of victims,,,,0,0
Surat,Dowry deaths,0,0.2,0.1,0.1,0.1
Surat,Extortion,,,,0.2,0.2
Surat,Forgery,,,,0.4,0.4
Surat,Gang rape,,,,0,0
Surat,Gang rape other than custodial,,,,0.2,0.2
Surat,Grievous hurt,,,,7.7,7.7
Surat,House trespass & house breaking,,,,1.6,1.6
Surat,Human trafficking,,,,0,0
Surat,Hurt,9.9,9.6,8.4,7.7,11.1
Surat,Importation of girls from foreign country,0,0,0,0,0
Surat,Imputation or assertions prejudicial to national integration,,,,0,0
Surat,Industrial riots,,,,0,0
Surat,Insult to modesty of women at office premises,,,,0,0
Surat,Insult to modesty of women at other places,,,,0,0
Surat,Insult to modesty of women in other places related to work,,,,0,0
Surat,Insult to modesty of women in public transport system,,,,0,0
Surat,Insult to the modesty of women,0.2,0,0,0,0.1
Surat,Kidnapping,,,,2.7,2.7
Surat,Kidnapping & abduction,2.4,2,6.7,5.7,3.9
Surat,Kidnapping & abduction in order to murder,,,,0,0
Surat,Kidnapping & abduction of others,0.6,,2.5,0,1.3
Surat,Kidnapping & abduction of women and girls,4.2,3.3,9.9,0,5.2
Surat,Kidnapping & abduction of women to compel her for marriage,,,,5.1,5.1
Surat,Kidnapping for ransom,,,,0.1,0.1
Surat,Kidnapping of others,,0.5,,0,0.5
Surat,Making or possessing materials for forged currency or bank notes,,,,0,0
Surat,Making or using documents resembling currency notes or bank notes,,,,0,0
Surat,Making preparation and assembly for committing dacoity,,,,0,0
Surat,Murder,2.2,2.1,2.2,1.9,2.3
Surat,Offences against state,,,,0,0
Surat,Offences promoting enmity between different groups,,,,0,0
Surat,Offences related to counterfeit coin,,,,0,0
Surat,Other IPC crimes,98.9,118,443,2.5,158.3
Surat,Other cases of assault on women to outrage her modesty,,,,1.2,1.2
Surat,Other caste conflict riots,,,,0.2,0.2
Surat,Other kidnapping & abduction,,,,0.7,0.7
Surat,Other rape,1.8,2,3.9,0.1,1.8
Surat,Other rape other than custodial,,,,4.6,4.6
Surat,Other theft,12.4,12.9,13.7,9.4,13
Surat,Political riots,,,,0,0
Surat,Possession of forged or counterfeiting currency or bank notes,,,,0,0
Surat,Preparation & assembly for dacoity,0.1,0.1,0.1,0,0.1
Surat,"Promoting enmity between different groups on ground of religion, race, place of birth, etc.",,,,0,0
Surat,Rape,1.8,2,3.9,4.8,2.7
Surat,Rape other than custodial,,,,4.8,4.8
Surat,Riots,1.4,1.4,1.3,0.9,1.6
Surat,Riots others,,,,0.7,0.7
Surat,Robbery,1.7,1.5,1.2,0.7,1.6
Surat,SCs-STs vs Non-SCs-STs riots,,,,0,0
Surat,Sectarian riots,,,,0,0
Surat,Sedition,,,,0,0
Surat,Sexual harassment,,,,2.3,2.3
Surat,Sexual harassment and molestation of women,1.9,1.4,4.6,3.6,2.6
Surat,Stalking,,,,0.1,0.1
Surat,Student riots,,,,0,0
Surat,Theft,39.9,41.1,34.2,28.7,41
Surat,Total cognizable crimes under IPC,184.2,201.7,530.1,95.9,255.2
Surat,Unlawful assembly,,,,0.1,0.1
Surat,Unnatural offences,,,,0,0
Surat,Use of criminal force with intent to disrobe women,,,,0,0
Surat,"Using as genuine, forged or counterfeiting currency or bank notes",,,,0.1,0.1
Surat,Voyeurism,,,,0,0
Thiruvananthapuram,Acid attack,,,,0,0
Thiruvananthapuram,Agrarian riots,,,,0,0
Thiruvananthapuram,Arson,0.8,0.6,0.4,0.6,0.6
Thiruvananthapuram,Assault on women with intent to outrage her modesty,27.6,25.9,34.3,29.1,29.2
Thiruvananthapuram,Attempt to acid attack,,,,0,0
Thiruvananthapuram,Attempt to commit culpable homicide not amounting to murder,,,,7.8,7.8
Thiruvananthapuram,Attempt to commit murder,1.7,0.7,1.1,1.4,1.2
Thiruvananthapuram,Attempt to commit rape,,,,0.2,0.2
Thiruvananthapuram,Auto theft,7.6,6,4.9,5.2,5.9
Thiruvananthapuram,Burglary,10.4,9.1,6.3,8.7,8.6
Thiruvananthapuram,Caste conflict riots,,,,0,0
Thiruvananthapuram,Causing death by negligence,0.2,0.1,0.1,7.4,2
Thiruvananthapuram,Causing injuries under rash driving or road rage,,,,522.6,522.6
Thiruvananthapuram,Cheating,23.5,18,14.2,17.4,18.3
Thiruvananthapuram,Communal riots,,,,0,0
Thiruvananthapuram,Counterfeit currency & bank notes total,,,,0.8,0.8
Thiruvananthapuram,Counterfeiting,0,0,0,0.8,0.2
Thiruvananthapuram,Counterfeiting currency - notes or bank notes,,,,0,0
Thiruvananthapuram,Counterfeiting government stamp,,,,0,0
Thiruvananthapuram,Criminal breach of trust,1.8,0.7,1.2,1.1,1.2
Thiruvananthapuram,Criminal trespass or burglary,,,,6.8,6.8
Thiruvananthapuram,Cruelty by husband or his relatives,17.9,18.2,17.5,15.4,17.2
Thiruvananthapuram,Culpable homicide not amounting to murder,0.2,0.1,0.4,0.1,0.2
Thiruvananthapuram,Custodial rape,0,0,0,0,0
Thiruvananthapuram,Dacoity,0.1,0.2,0.2,0.1,0.2
Thiruvananthapuram,Dacoity with murder,,,,0,0
Thiruvananthapuram,Deaths due to other causes,,,,0.1,0.1
Thiruvananthapuram,Deaths due to rash or negligent driving,,,,7.3,7.3
Thiruvananthapuram,Disclosure of identity of victims,,,,0,0
Thiruvananthapuram,Dowry deaths,0,0,0.1,0.2,0.1
Thiruvananthapuram,Extortion,,,,0.8,0.8
Thiruvananthapuram,Forgery,,,,1.4,1.4
Thiruvananthapuram,Gang rape,,,,0,0
Thiruvananthapuram,Gang rape other than custodial,,,,0.1,0.1
Thiruvananthapuram,Grievous hurt,,,,2.8,2.8
Thiruvananthapuram,House trespass & house breaking,,,,1.9,1.9
Thiruvananthapuram,Human trafficking,,,,0,0
Thiruvananthapuram,Hurt,58.2,66.2,58.6,2.8,46.5
Thiruvananthapuram,Importation of girls from foreign country,0,0,0,0,0
Thiruvananthapuram,Imputation or assertions prejudicial to national integration,,,,0,0
Thiruvananthapuram,Industrial riots,,,,0,0
Thiruvananthapuram,Insult to modesty of women at office premises,,,,0,0
Thiruvananthapuram,Insult to modesty of women at other places,,,,1.7,1.7
Thiruvananthapuram,Insult to modesty of women in other places related to work,,,,0,0
Thiruvananthapuram,Insult to modesty of women in public transport system,,,,0,0
Thiruvananthapuram,Insult to the modesty of women,5.3,2.2,3.8,1.7,3.2
Thiruvananthapuram,Kidnapping,,,,0.6,0.6
Thiruvananthapuram,Kidnapping & abduction,1.5,1.4,0.4,0.8,1
Thiruvananthapuram,Kidnapping & abduction in order to murder,,,,0,0
Thiruvananthapuram,Kidnapping & abduction of others,0.7,,0.2,0,0.4
Thiruvananthapuram,Kidnapping & abduction of women and girls,1.5,1.8,0.5,0,1.3
Thiruvananthapuram,Kidnapping & abduction of women to compel her for marriage,,,,0.3,0.3
Thiruvananthapuram,Kidnapping for ransom,,,,0,0
Thiruvananthapuram,Kidnapping of others,,0.4,,0,0.4
Thiruvananthapuram,Making or possessing materials for forged currency or bank notes,,,,0,0
Thiruvananthapuram,Making or using documents resembling currency notes or bank notes,,,,0.8,0.8
Thiruvananthapuram,Making preparation and assembly for committing dacoity,,,,1.6,1.6
Thiruvananthapuram,Murder,0.5,0.8,0.6,0.8,0.7
Thiruvananthapuram,Offences against state,,,,0,0
Thiruvananthapuram,Offences promoting enmity between different groups,,,,0.5,0.5
Thiruvananthapuram,Offences related to counterfeit coin,,,,0,0
Thiruvananthapuram,Other IPC crimes,204.6,239.2,426.9,100.3,242.8
Thiruvananthapuram,Other cases of assault on women to outrage her modesty,,,,20.5,20.5
Thiruvananthapuram,Other caste conflict riots,,,,0,0
Thiruvananthapuram,Other kidnapping & abduction,,,,0.1,0.1
Thiruvananthapuram,Other rape,4.5,4.7,6.2,0,3.9
Thiruvananthapuram,Other rape other than custodial,,,,6.3,6.3
Thiruvananthapuram,Other theft,16.4,10.9,11.2,14,13.1
Thiruvananthapuram,Political riots,,,,0,0
Thiruvananthapuram,Possession of forged or counterfeiting currency or bank notes,,,,0,0
Thiruvananthapuram,Preparation & assembly for dacoity,3.4,6.3,4.4,0,4.7
Thiruvananthapuram,"Promoting enmity between different groups on ground of religion, race, place of birth, etc.",,,,0.5,0.5
Thiruvananthapuram,Rape,4.5,4.7,6.2,6.4,5.5
Thiruvananthapuram,Rape other than custodial,,,,6.4,6.4
Thiruvananthapuram,Riots,31.2,37.3,33.5,13.4,28.8
Thiruvananthapuram,Riots others,,,,13.4,13.4
Thiruvananthapuram,Robbery,4.7,6,4.3,3.5,4.6
Thiruvananthapuram,SCs-STs vs Non-SCs-STs riots,,,,0,0
Thiruvananthapuram,Sectarian riots,,,,0,0
Thiruvananthapuram,Sedition,,,,0,0
Thiruvananthapuram,Sexual harassment,,,,6,6
Thiruvananthapuram,Sexual harassment and molestation of women,32.9,28.1,38.1,30.8,32.5
Thiruvananthapuram,Stalking,,,,0.6,0.6
Thiruvananthapuram,Student riots,,,,0,0
Thiruvananthapuram,Theft,24,16.9,16.1,19.3,19.1
Thiruvananthapuram,Total cognizable crimes under IPC,395.4,429.9,600.8,741.2,541.8
Thiruvananthapuram,Unlawful assembly,,,,0.1,0.1
Thiruvananthapuram,Unnatural offences,,,,0.5,0.5
Thiruvananthapuram,Use of criminal force with intent to disrobe women,,,,2.1,2.1
Thiruvananthapuram,"Using as genuine, forged or counterfeiting currency or bank notes",,,,0,0
Thiruvananthapuram,Voyeurism,,,,0,0
Thrissur,Acid attack,,,,0,0
Thrissur,Agrarian riots,,,,0,0
Thrissur,Arson,0.5,0.4,0.4,0.6,0.5
Thrissur,Assault on women with intent to outrage her modesty,10.2,11.3,8.7,11.1,10.3
Thrissur,Attempt to acid attack,,,,0,0
Thrissur,Attempt to commit culpable homicide not amounting to murder,,,,1.7,1.7
Thrissur,Attempt to commit murder,0.9,0.8,0.4,0.9,0.8
Thrissur,Attempt to commit rape,,,,0,0
Thrissur,Auto theft,3.3,2.7,1.5,3.1,2.6
Thrissur,Burglary,4,3,4,4.5,3.9
Thrissur,Caste conflict riots,,,,0,0
Thrissur,Causing death by negligence,0.2,0.2,0.2,5.4,1.5
Thrissur,Causing injuries under rash driving or road rage,,,,174.3,174.3
Thrissur,Cheating,34.3,19.7,19,19.5,23.1
Thrissur,Communal riots,,,,0,0
Thrissur,Counterfeit currency & bank notes total,,,,0.2,0.2
Thrissur,Counterfeiting,0,0,0,0.2,0.1
Thrissur,Counterfeiting currency - notes or bank notes,,,,0.2,0.2
Thrissur,Counterfeiting government stamp,,,,0,0
Thrissur,Criminal breach of trust,0.4,0.7,0.8,0.8,0.7
Thrissur,Criminal trespass or burglary,,,,3.3,3.3
Thrissur,Cruelty by husband or his relatives,13.4,14.9,12.8,13.3,13.6
Thrissur,Culpable homicide not amounting to murder,0.4,0.6,0.3,0.1,0.3
Thrissur,Custodial rape,0,0,0,0,0
Thrissur,Dacoity,0.3,0.1,0.1,0.3,0.2
Thrissur,Dacoity with murder,,,,0,0
Thrissur,Deaths due to other causes,,,,0.2,0.2
Thrissur,Deaths due to rash or negligent driving,,,,5.2,5.2
Thrissur,Disclosure of identity of victims,,,,0,0
Thrissur,Dowry deaths,0,0,0.1,0,0
Thrissur,Extortion,,,,0,0
Thrissur,Forgery,,,,0.2,0.2
Thrissur,Gang rape,,,,0,0
Thrissur,Gang rape other than custodial,,,,0,0
Thrissur,Grievous hurt,,,,3.6,3.6
Thrissur,House trespass & house breaking,,,,1.1,1.1
Thrissur,Human trafficking,,,,0.1,0.1
Thrissur,Hurt,18.3,19.4,16.7,3.6,14.5
Thrissur,Importation of girls from foreign country,0,0,0,0,0
Thrissur,Imputation or assertions prejudicial to national integration,,,,0,0
Thrissur,Industrial riots,,,,0,0
Thrissur,Insult to modesty of women at office premises,,,,0,0
Thrissur,Insult to modesty of women at other places,,,,1.1,1.1
Thrissur,Insult to modesty of women in other places related to work,,,,0,0
Thrissur,Insult to modesty of women in public transport system,,,,0,0
Thrissur,Insult to the modesty of women,2.9,3.3,1.7,1.1,2.2
Thrissur,Kidnapping,,,,0,0
Thrissur,Kidnapping & abduction,0.6,0.7,0.1,0.4,0.5
Thrissur,Kidnapping & abduction in order to murder,,,,0,0
Thrissur,Kidnapping & abduction of others,0.1,,0,0,0.1
Thrissur,Kidnapping & abduction of women and girls,1,0.9,0.2,0,0.7
Thrissur,Kidnapping & abduction of women to compel her for marriage,,,,0,0
Thrissur,Kidnapping for ransom,,,,0,0
Thrissur,Kidnapping of others,,0.2,,0,0.2
Thrissur,Making or possessing materials for forged currency or bank notes,,,,0,0
Thrissur,Making or using documents resembling currency notes or bank notes,,,,0,0
Thrissur,Making preparation and assembly for committing dacoity,,,,0,0
Thrissur,Murder,0.4,0.5,0.9,0.9,0.7
Thrissur,Offences against state,,,,0,0
Thrissur,Offences promoting enmity between different groups,,,,0,0
Thrissur,Offences related to counterfeit coin,,,,0,0
Thrissur,Other IPC crimes,157,238.1,262,103.4,190.1
Thrissur,Other cases of assault on women to outrage her modesty,,,,7.4,7.4
Thrissur,Other caste conflict riots,,,,0,0
Thrissur,Other kidnapping & abduction,,,,0.4,0.4
Thrissur,Other rape,2.9,3.6,2.9,0.1,2.4
Thrissur,Other rape other than custodial,,,,3.9,3.9
Thrissur,Other theft,4.5,6.1,7,5.8,5.8
Thrissur,Political riots,,,,0.2,0.2
Thrissur,Possession of forged or counterfeiting currency or bank notes,,,,0,0
Thrissur,Preparation & assembly for dacoity,0.5,0.2,0.1,0,0.3
Thrissur,"Promoting enmity between different groups on ground of religion, race, place of birth, etc.",,,,0,0
Thrissur,Rape,2.9,3.6,2.9,3.9,3.3
Thrissur,Rape other than custodial,,,,3.9,3.9
Thrissur,Riots,19.5,23.9,20.7,5.3,17.3
Thrissur,Riots others,,,,3.9,3.9
Thrissur,Robbery,1.5,1.5,1.1,1.8,1.5
Thrissur,SCs-STs vs Non-SCs-STs riots,,,,0,0
Thrissur,Sectarian riots,,,,0,0
Thrissur,Sedition,,,,0,0
Thrissur,Sexual harassment,,,,2.2,2.2
Thrissur,Sexual harassment and molestation of women,13.1,14.6,10.4,12.3,12.6
Thrissur,Stalking,,,,0.7,0.7
Thrissur,Student riots,,,,1.1,1.1
Thrissur,Theft,7.8,8.8,8.5,8.9,8.5
Thrissur,Total cognizable crimes under IPC,262.2,335.9,349.2,353,325.1
Thrissur,Unlawful assembly,,,,4.5,4.5
Thrissur,Unnatural offences,,,,0.1,0.1
Thrissur,Use of criminal force with intent to disrobe women,,,,0.5,0.5
Thrissur,"Using as genuine, forged or counterfeiting currency or bank notes",,,,0,0
Thrissur,Voyeurism,,,,0.3,0.3
Tiruchirappalli,Acid attack,,,,0,0
Tiruchirappalli,Agrarian riots,,,,0,0
Tiruchirappalli,Arson,0.1,0.3,0.2,0,0.1
Tiruchirappalli,Assault on women with intent to outrage her modesty,3.3,1.7,3.5,1.9,2.6
Tiruchirappalli,Attempt to acid attack,,,,0,0
Tiruchirappalli,Attempt to commit culpable homicide not amounting to murder,,,,0,0
Tiruchirappalli,Attempt to commit murder,1.5,2.2,2.6,0.9,1.8
Tiruchirappalli,Attempt to commit rape,,,,0,0
Tiruchirappalli,Auto theft,11,5.1,4.2,6.5,6.7
Tiruchirappalli,Burglary,3.9,4.1,4.3,4,4.1
Tiruchirappalli,Caste conflict riots,,,,0,0
Tiruchirappalli,Causing death by negligence,12.4,14.4,12.4,17.5,14.2
Tiruchirappalli,Causing injuries under rash driving or road rage,,,,52.9,52.9
Tiruchirappalli,Cheating,4.1,10.1,8.8,10,8.2
Tiruchirappalli,Communal riots,,,,0,0
Tiruchirappalli,Counterfeit currency & bank notes total,,,,0.2,0.2
Tiruchirappalli,Counterfeiting,0.6,0.5,0.5,0.2,0.5
Tiruchirappalli,Counterfeiting currency - notes or bank notes,,,,0.2,0.2
Tiruchirappalli,Counterfeiting government stamp,,,,0,0
Tiruchirappalli,Criminal breach of trust,0,0,0,0,0
Tiruchirappalli,Criminal trespass or burglary,,,,0,0
Tiruchirappalli,Cruelty by husband or his relatives,5.4,4.7,4.9,5.2,5.1
Tiruchirappalli,Culpable homicide not amounting to murder,0.1,0,0,0,0
Tiruchirappalli,Custodial rape,0,0,0,0,0
Tiruchirappalli,Dacoity,0,0,0.1,0,0
Tiruchirappalli,Dacoity with murder,,,,0,0
Tiruchirappalli,Deaths due to other causes,,,,0.9,0.9
Tiruchirappalli,Deaths due to rash or negligent driving,,,,16.6,16.6
Tiruchirappalli,Disclosure of identity of victims,,,,0,0
Tiruchirappalli,Dowry deaths,0.4,0.6,0,0,0.2
Tiruchirappalli,Extortion,,,,0,0
Tiruchirappalli,Forgery,,,,0,0
Tiruchirappalli,Gang rape,,,,0,0
Tiruchirappalli,Gang rape other than custodial,,,,0,0
Tiruchirappalli,Grievous hurt,,,,1.3,1.3
Tiruchirappalli,House trespass & house breaking,,,,4,4
Tiruchirappalli,Human trafficking,,,,0,0
Tiruchirappalli,Hurt,10.1,14.3,15.9,1.3,10.4
Tiruchirappalli,Importation of girls from foreign country,0,0,0,0,0
Tiruchirappalli,Imputation or assertions prejudicial to national integration,,,,0,0
Tiruchirappalli,Industrial riots,,,,0,0
Tiruchirappalli,Insult to modesty of women at office premises,,,,0,0
Tiruchirappalli,Insult to modesty of women at other places,,,,0.6,0.6
Tiruchirappalli,Insult to modesty of women in other places related to work,,,,0,0
Tiruchirappalli,Insult to modesty of women in public transport system,,,,0,0
Tiruchirappalli,Insult to the modesty of women,5.1,7.6,1.2,0.6,3.6
Tiruchirappalli,Kidnapping,,,,0.3,0.3
Tiruchirappalli,Kidnapping & abduction,2,2.2,0.8,0.7,1.4
Tiruchirappalli,Kidnapping & abduction in order to murder,,,,0,0
Tiruchirappalli,Kidnapping & abduction of others,0.5,,0.3,0,0.4
Tiruchirappalli,Kidnapping & abduction of women and girls,4.1,2.5,1,0,2.5
Tiruchirappalli,Kidnapping & abduction of women to compel her for marriage,,,,0,0
Tiruchirappalli,Kidnapping for ransom,,,,0,0
Tiruchirappalli,Kidnapping of others,,0.9,,0,0.9
Tiruchirappalli,Making or possessing materials for forged currency or bank notes,,,,0,0
Tiruchirappalli,Making or using documents resembling currency notes or bank notes,,,,0,0
Tiruchirappalli,Making preparation and assembly for committing dacoity,,,,0,0
Tiruchirappalli,Murder,1.9,2.5,2.1,2.3,2.2
Tiruchirappalli,Offences against state,,,,0,0
Tiruchirappalli,Offences promoting enmity between different groups,,,,0,0
Tiruchirappalli,Offences related to counterfeit coin,,,,0,0
Tiruchirappalli,Other IPC crimes,172.6,196.9,191.6,173.4,183.6
Tiruchirappalli,Other cases of assault on women to outrage her modesty,,,,1,1
Tiruchirappalli,Other caste conflict riots,,,,0,0
Tiruchirappalli,Other kidnapping & abduction,,,,0.4,0.4
Tiruchirappalli,Other rape,1.2,1.4,1.9,0,1.1
Tiruchirappalli,Other rape other than custodial,,,,0.6,0.6
Tiruchirappalli,Other theft,20.1,19.7,18.6,23.6,20.5
Tiruchirappalli,Political riots,,,,0,0
Tiruchirappalli,Possession of forged or counterfeiting currency or bank notes,,,,0,0
Tiruchirappalli,Preparation & assembly for dacoity,0,0,0,0,0
Tiruchirappalli,"Promoting enmity between different groups on ground of religion, race, place of birth, etc.",,,,0,0
Tiruchirappalli,Rape,1.2,1.4,1.9,0.6,1.3
Tiruchirappalli,Rape other than custodial,,,,0.6,0.6
Tiruchirappalli,Riots,0.7,0.7,0.2,1,0.7
Tiruchirappalli,Riots others,,,,1,1
Tiruchirappalli,Robbery,2.1,5.5,4.3,2.3,3.5
Tiruchirappalli,SCs-STs vs Non-SCs-STs riots,,,,0,0
Tiruchirappalli,Sectarian riots,,,,0,0
Tiruchirappalli,Sedition,,,,0,0
Tiruchirappalli,Sexual harassment,,,,0.8,0.8
